timestamp,outdoor_temp_c,baseline_lighting_kw,baseline_equipment_kw,co2_generation_rate
2023-07-02T18:55,29.38,2.0,4.0,0.1
2023-07-02T19:00,29.2,2.0,4.0,0.1
2023-07-02T19:05,29.09,2.0,4.0,0.1
2023-07-02T19:10,28.98,2.0,4.0,0.1
2023-07-02T19:15,28.88,2.0,4.0,0.1
2023-07-02T19:20,28.77,2.0,4.0,0.1
2023-07-02T19:25,28.66,2.0,4.0,0.1
2023-07-02T19:30,28.55,2.0,4.0,0.1
2023-07-02T19:35,28.44,2.0,4.0,0.1
2023-07-02T19:40,28.33,2.0,4.0,0.1
2023-07-02T19:45,28.22,2.0,4.0,0.1
2023-07-02T19:50,28.12,2.0,4.0,0.1
2023-07-02T19:55,28.01,2.0,4.0,0.1
2023-07-02T20:00,27.9,2.0,4.0,0.1
2023-07-02T20:05,27.95,2.0,4.0,0.1
2023-07-02T20:10,28.0,2.0,4.0,0.1
2023-07-02T20:15,28.05,2.0,4.0,0.1
2023-07-02T20:20,28.1,2.0,4.0,0.1
2023-07-02T20:25,28.15,2.0,4.0,0.1
2023-07-02T20:30,28.2,2.0,4.0,0.1
2023-07-02T20:35,28.25,2.0,4.0,0.1
2023-07-02T20:40,28.3,2.0,4.0,0.1
2023-07-02T20:45,28.35,2.0,4.0,0.1
2023-07-02T20:50,28.4,2.0,4.0,0.1
2023-07-02T20:55,28.45,2.0,4.0,0.1
2023-07-02T21:00,28.5,2.0,4.0,0.1
2023-07-02T21:05,28.34,2.0,4.0,0.1
2023-07-02T21:10,28.18,2.0,4.0,0.1
2023-07-02T21:15,28.02,2.0,4.0,0.1
2023-07-02T21:20,27.87,2.0,4.0,0.1
2023-07-02T21:25,27.71,2.0,4.0,0.1
2023-07-02T21:30,27.55,2.0,4.0,0.1
2023-07-02T21:35,27.39,2.0,4.0,0.1
2023-07-02T21:40,27.23,2.0,4.0,0.1
2023-07-02T21:45,27.08,2.0,4.0,0.1
2023-07-02T21:50,26.92,2.0,4.0,0.1
2023-07-02T21:55,26.76,2.0,4.0,0.1
2023-07-02T22:00,26.6,2.0,4.0,0.1
2023-07-02T22:05,26.34,2.0,4.0,0.1
2023-07-02T22:10,26.08,2.0,4.0,0.1
2023-07-02T22:15,25.83,2.0,4.0,0.1
2023-07-02T22:20,25.57,2.0,4.0,0.1
2023-07-02T22:25,25.31,2.0,4.0,0.1
2023-07-02T22:30,25.05,2.0,4.0,0.1
2023-07-02T22:35,24.79,2.0,4.0,0.1
2023-07-02T22:40,24.53,2.0,4.0,0.1
2023-07-02T22:45,24.27,2.0,4.0,0.1
2023-07-02T22:50,24.02,2.0,4.0,0.1
2023-07-02T22:55,23.76,2.0,4.0,0.1
2023-07-02T23:00,23.5,2.0,4.0,0.1
2023-07-02T23:05,23.58,2.0,4.0,0.1
2023-07-02T23:10,23.67,2.0,4.0,0.1
2023-07-02T23:15,23.75,2.0,4.0,0.1
2023-07-02T23:20,23.83,2.0,4.0,0.1
2023-07-02T23:25,23.92,2.0,4.0,0.1
2023-07-02T23:30,24.0,2.0,4.0,0.1
2023-07-02T23:35,24.08,2.0,4.0,0.1
2023-07-02T23:40,24.17,2.0,4.0,0.1
2023-07-02T23:45,24.25,2.0,4.0,0.1
2023-07-02T23:50,24.33,2.0,4.0,0.1
2023-07-02T23:55,24.42,2.0,4.0,0.1
2023-07-03T00:00,24.5,2.0,4.0,0.1
2023-07-03T00:05,24.5,2.0,4.0,0.1
2023-07-03T00:10,24.5,2.0,4.0,0.1
2023-07-03T00:15,24.5,2.0,4.0,0.1
2023-07-03T00:20,24.5,2.0,4.0,0.1
2023-07-03T00:25,24.5,2.0,4.0,0.1
2023-07-03T00:30,24.5,2.0,4.0,0.1
2023-07-03T00:35,24.5,2.0,4.0,0.1
2023-07-03T00:40,24.5,2.0,4.0,0.1
2023-07-03T00:45,24.5,2.0,4.0,0.1
2023-07-03T00:50,24.5,2.0,4.0,0.1
2023-07-03T00:55,24.5,2.0,4.0,0.1
2023-07-03T01:00,24.5,2.0,4.0,0.1
2023-07-03T01:05,24.43,2.0,4.0,0.1
2023-07-03T01:10,24.37,2.0,4.0,0.1
2023-07-03T01:15,24.3,2.0,4.0,0.1
2023-07-03T01:20,24.23,2.0,4.0,0.1
2023-07-03T01:25,24.17,2.0,4.0,0.1
2023-07-03T01:30,24.1,2.0,4.0,0.1
2023-07-03T01:35,24.03,2.0,4.0,0.1
2023-07-03T01:40,23.97,2.0,4.0,0.1
2023-07-03T01:45,23.9,2.0,4.0,0.1
2023-07-03T01:50,23.83,2.0,4.0,0.1
2023-07-03T01:55,23.77,2.0,4.0,0.1
2023-07-03T02:00,23.7,2.0,4.0,0.1
2023-07-03T02:05,23.66,2.0,4.0,0.1
2023-07-03T02:10,23.62,2.0,4.0,0.1
2023-07-03T02:15,23.57,2.0,4.0,0.1
2023-07-03T02:20,23.53,2.0,4.0,0.1
2023-07-03T02:25,23.49,2.0,4.0,0.1
2023-07-03T02:30,23.45,2.0,4.0,0.1
2023-07-03T02:35,23.41,2.0,4.0,0.1
2023-07-03T02:40,23.37,2.0,4.0,0.1
2023-07-03T02:45,23.32,2.0,4.0,0.1
2023-07-03T02:50,23.28,2.0,4.0,0.1
2023-07-03T02:55,23.24,2.0,4.0,0.1
2023-07-03T03:00,23.2,2.0,4.0,0.1
2023-07-03T03:05,23.23,2.0,4.0,0.1
2023-07-03T03:10,23.27,2.0,4.0,0.1
2023-07-03T03:15,23.3,2.0,4.0,0.1
2023-07-03T03:20,23.33,2.0,4.0,0.1
2023-07-03T03:25,23.37,2.0,4.0,0.1
2023-07-03T03:30,23.4,2.0,4.0,0.1
2023-07-03T03:35,23.43,2.0,4.0,0.1
2023-07-03T03:40,23.47,2.0,4.0,0.1
2023-07-03T03:45,23.5,2.0,4.0,0.1
2023-07-03T03:50,23.53,2.0,4.0,0.1
2023-07-03T03:55,23.57,2.0,4.0,0.1
2023-07-03T04:00,23.6,2.0,4.0,0.1
2023-07-03T04:05,23.61,2.0,4.0,0.1
2023-07-03T04:10,23.62,2.0,4.0,0.1
2023-07-03T04:15,23.62,2.0,4.0,0.1
2023-07-03T04:20,23.63,2.0,4.0,0.1
2023-07-03T04:25,23.64,2.0,4.0,0.1
2023-07-03T04:30,23.65,2.0,4.0,0.1
2023-07-03T04:35,23.66,2.0,4.0,0.1
2023-07-03T04:40,23.67,2.0,4.0,0.1
2023-07-03T04:45,23.68,2.0,4.0,0.1
2023-07-03T04:50,23.68,2.0,4.0,0.1
2023-07-03T04:55,23.69,2.0,4.0,0.1
2023-07-03T05:00,23.7,2.0,4.0,0.1
2023-07-03T05:05,23.68,2.0,4.0,0.1
2023-07-03T05:10,23.65,2.0,4.0,0.1
2023-07-03T05:15,23.62,2.0,4.0,0.1
2023-07-03T05:20,23.6,2.0,4.0,0.1
2023-07-03T05:25,23.57,2.0,4.0,0.1
2023-07-03T05:30,23.55,2.0,4.0,0.1
2023-07-03T05:35,23.52,2.0,4.0,0.1
2023-07-03T05:40,23.5,2.0,4.0,0.1
2023-07-03T05:45,23.47,2.0,4.0,0.1
2023-07-03T05:50,23.45,2.0,4.0,0.1
2023-07-03T05:55,23.42,2.0,4.0,0.1
2023-07-03T06:00,23.4,2.0,4.0,0.1
2023-07-03T06:05,23.37,2.0,4.0,0.1
2023-07-03T06:10,23.33,2.0,4.0,0.1
2023-07-03T06:15,23.3,2.0,4.0,0.1
2023-07-03T06:20,23.27,2.0,4.0,0.1
2023-07-03T06:25,23.23,2.0,4.0,0.1
2023-07-03T06:30,23.2,2.0,4.0,0.1
2023-07-03T06:35,23.17,2.0,4.0,0.1
2023-07-03T06:40,23.13,2.0,4.0,0.1
2023-07-03T06:45,23.1,2.0,4.0,0.1
2023-07-03T06:50,23.07,2.0,4.0,0.1
2023-07-03T06:55,23.03,2.0,4.0,0.1
2023-07-03T07:00,23.0,2.0,4.0,0.1
2023-07-03T07:05,22.98,2.0,4.0,0.1
2023-07-03T07:10,22.95,2.0,4.0,0.1
2023-07-03T07:15,22.93,2.0,4.0,0.1
2023-07-03T07:20,22.9,2.0,4.0,0.1
2023-07-03T07:25,22.88,2.0,4.0,0.1
2023-07-03T07:30,22.85,2.0,4.0,0.1
2023-07-03T07:35,22.82,2.0,4.0,0.1
2023-07-03T07:40,22.8,2.0,4.0,0.1
2023-07-03T07:45,22.77,2.0,4.0,0.1
2023-07-03T07:50,22.75,2.0,4.0,0.1
2023-07-03T07:55,22.72,2.0,4.0,0.1
2023-07-03T08:00,22.7,12.0,20.0,1.0
2023-07-03T08:05,22.69,12.0,20.0,1.0
2023-07-03T08:10,22.68,12.0,20.0,1.0
2023-07-03T08:15,22.68,12.0,20.0,1.0
2023-07-03T08:20,22.67,12.0,20.0,1.0
2023-07-03T08:25,22.66,12.0,20.0,1.0
2023-07-03T08:30,22.65,12.0,20.0,1.0
2023-07-03T08:35,22.64,12.0,20.0,1.0
2023-07-03T08:40,22.63,12.0,20.0,1.0
2023-07-03T08:45,22.62,12.0,20.0,1.0
2023-07-03T08:50,22.62,12.0,20.0,1.0
2023-07-03T08:55,22.61,12.0,20.0,1.0
2023-07-03T09:00,22.6,12.0,20.0,1.0
2023-07-03T09:05,22.58,12.0,20.0,1.0
2023-07-03T09:10,22.57,12.0,20.0,1.0
2023-07-03T09:15,22.55,12.0,20.0,1.0
2023-07-03T09:20,22.53,12.0,20.0,1.0
2023-07-03T09:25,22.52,12.0,20.0,1.0
2023-07-03T09:30,22.5,12.0,20.0,1.0
2023-07-03T09:35,22.48,12.0,20.0,1.0
2023-07-03T09:40,22.47,12.0,20.0,1.0
2023-07-03T09:45,22.45,12.0,20.0,1.0
2023-07-03T09:50,22.43,12.0,20.0,1.0
2023-07-03T09:55,22.42,12.0,20.0,1.0
2023-07-03T10:00,22.4,12.0,20.0,1.0
2023-07-03T10:05,22.47,12.0,20.0,1.0
2023-07-03T10:10,22.53,12.0,20.0,1.0
2023-07-03T10:15,22.6,12.0,20.0,1.0
2023-07-03T10:20,22.67,12.0,20.0,1.0
2023-07-03T10:25,22.73,12.0,20.0,1.0
2023-07-03T10:30,22.8,12.0,20.0,1.0
2023-07-03T10:35,22.87,12.0,20.0,1.0
2023-07-03T10:40,22.93,12.0,20.0,1.0
2023-07-03T10:45,23.0,12.0,20.0,1.0
2023-07-03T10:50,23.07,12.0,20.0,1.0
2023-07-03T10:55,23.13,12.0,20.0,1.0
2023-07-03T11:00,23.2,12.0,20.0,1.0
2023-07-03T11:05,23.2,12.0,20.0,1.0
2023-07-03T11:10,23.2,12.0,20.0,1.0
2023-07-03T11:15,23.2,12.0,20.0,1.0
2023-07-03T11:20,23.2,12.0,20.0,1.0
2023-07-03T11:25,23.2,12.0,20.0,1.0
2023-07-03T11:30,23.2,12.0,20.0,1.0
2023-07-03T11:35,23.2,12.0,20.0,1.0
2023-07-03T11:40,23.2,12.0,20.0,1.0
2023-07-03T11:45,23.2,12.0,20.0,1.0
2023-07-03T11:50,23.2,12.0,20.0,1.0
2023-07-03T11:55,23.2,12.0,20.0,1.0
2023-07-03T12:00,23.2,12.0,20.0,1.0
2023-07-03T12:05,23.26,12.0,20.0,1.0
2023-07-03T12:10,23.32,12.0,20.0,1.0
2023-07-03T12:15,23.38,12.0,20.0,1.0
2023-07-03T12:20,23.43,12.0,20.0,1.0
2023-07-03T12:25,23.49,12.0,20.0,1.0
2023-07-03T12:30,23.55,12.0,20.0,1.0
2023-07-03T12:35,23.61,12.0,20.0,1.0
2023-07-03T12:40,23.67,12.0,20.0,1.0
2023-07-03T12:45,23.72,12.0,20.0,1.0
2023-07-03T12:50,23.78,12.0,20.0,1.0
2023-07-03T12:55,23.84,12.0,20.0,1.0
2023-07-03T13:00,23.9,12.0,20.0,1.0
2023-07-03T13:05,24.13,12.0,20.0,1.0
2023-07-03T13:10,24.37,12.0,20.0,1.0
2023-07-03T13:15,24.6,12.0,20.0,1.0
2023-07-03T13:20,24.83,12.0,20.0,1.0
2023-07-03T13:25,25.07,12.0,20.0,1.0
2023-07-03T13:30,25.3,12.0,20.0,1.0
2023-07-03T13:35,25.53,12.0,20.0,1.0
2023-07-03T13:40,25.77,12.0,20.0,1.0
2023-07-03T13:45,26.0,12.0,20.0,1.0
2023-07-03T13:50,26.23,12.0,20.0,1.0
2023-07-03T13:55,26.47,12.0,20.0,1.0
2023-07-03T14:00,26.7,12.0,20.0,1.0
2023-07-03T14:05,26.88,12.0,20.0,1.0
2023-07-03T14:10,27.05,12.0,20.0,1.0
2023-07-03T14:15,27.23,12.0,20.0,1.0
2023-07-03T14:20,27.4,12.0,20.0,1.0
2023-07-03T14:25,27.57,12.0,20.0,1.0
2023-07-03T14:30,27.75,12.0,20.0,1.0
2023-07-03T14:35,27.93,12.0,20.0,1.0
2023-07-03T14:40,28.1,12.0,20.0,1.0
2023-07-03T14:45,28.27,12.0,20.0,1.0
2023-07-03T14:50,28.45,12.0,20.0,1.0
2023-07-03T14:55,28.62,12.0,20.0,1.0
2023-07-03T15:00,28.8,12.0,20.0,1.0
2023-07-03T15:05,28.6,12.0,20.0,1.0
2023-07-03T15:10,28.4,12.0,20.0,1.0
2023-07-03T15:15,28.2,12.0,20.0,1.0
2023-07-03T15:20,28.0,12.0,20.0,1.0
2023-07-03T15:25,27.8,12.0,20.0,1.0
2023-07-03T15:30,27.6,12.0,20.0,1.0
2023-07-03T15:35,27.4,12.0,20.0,1.0
2023-07-03T15:40,27.2,12.0,20.0,1.0
2023-07-03T15:45,27.0,12.0,20.0,1.0
2023-07-03T15:50,26.8,12.0,20.0,1.0
2023-07-03T15:55,26.6,12.0,20.0,1.0
2023-07-03T16:00,26.4,12.0,20.0,1.0
2023-07-03T16:05,26.55,12.0,20.0,1.0
2023-07-03T16:10,26.7,12.0,20.0,1.0
2023-07-03T16:15,26.85,12.0,20.0,1.0
2023-07-03T16:20,27.0,12.0,20.0,1.0
2023-07-03T16:25,27.15,12.0,20.0,1.0
2023-07-03T16:30,27.3,12.0,20.0,1.0
2023-07-03T16:35,27.45,12.0,20.0,1.0
2023-07-03T16:40,27.6,12.0,20.0,1.0
2023-07-03T16:45,27.75,12.0,20.0,1.0
2023-07-03T16:50,27.9,12.0,20.0,1.0
2023-07-03T16:55,28.05,12.0,20.0,1.0
2023-07-03T17:00,28.2,12.0,20.0,1.0
2023-07-03T17:05,28.33,12.0,20.0,1.0
2023-07-03T17:10,28.47,12.0,20.0,1.0
2023-07-03T17:15,28.6,12.0,20.0,1.0
2023-07-03T17:20,28.73,12.0,20.0,1.0
2023-07-03T17:25,28.87,12.0,20.0,1.0
2023-07-03T17:30,29.0,12.0,20.0,1.0
2023-07-03T17:35,29.13,12.0,20.0,1.0
2023-07-03T17:40,29.27,12.0,20.0,1.0
2023-07-03T17:45,29.4,12.0,20.0,1.0
2023-07-03T17:50,29.53,12.0,20.0,1.0
2023-07-03T17:55,29.67,12.0,20.0,1.0
2023-07-03T18:00,29.8,2.0,4.0,0.1
2023-07-03T18:05,29.88,2.0,4.0,0.1
2023-07-03T18:10,29.95,2.0,4.0,0.1
2023-07-03T18:15,30.02,2.0,4.0,0.1
2023-07-03T18:20,30.1,2.0,4.0,0.1
2023-07-03T18:25,30.18,2.0,4.0,0.1
2023-07-03T18:30,30.25,2.0,4.0,0.1
2023-07-03T18:35,30.32,2.0,4.0,0.1
2023-07-03T18:40,30.4,2.0,4.0,0.1
2023-07-03T18:45,30.48,2.0,4.0,0.1
2023-07-03T18:50,30.55,2.0,4.0,0.1
2023-07-03T18:55,30.62,2.0,4.0,0.1
2023-07-03T19:00,30.7,2.0,4.0,0.1
2023-07-03T19:05,30.74,2.0,4.0,0.1
2023-07-03T19:10,30.78,2.0,4.0,0.1
2023-07-03T19:15,30.82,2.0,4.0,0.1
2023-07-03T19:20,30.87,2.0,4.0,0.1
2023-07-03T19:25,30.91,2.0,4.0,0.1
2023-07-03T19:30,30.95,2.0,4.0,0.1
2023-07-03T19:35,30.99,2.0,4.0,0.1
2023-07-03T19:40,31.03,2.0,4.0,0.1
2023-07-03T19:45,31.07,2.0,4.0,0.1
2023-07-03T19:50,31.12,2.0,4.0,0.1
2023-07-03T19:55,31.16,2.0,4.0,0.1
2023-07-03T20:00,31.2,2.0,4.0,0.1
2023-07-03T20:05,31.13,2.0,4.0,0.1
2023-07-03T20:10,31.07,2.0,4.0,0.1
2023-07-03T20:15,31.0,2.0,4.0,0.1
2023-07-03T20:20,30.93,2.0,4.0,0.1
2023-07-03T20:25,30.87,2.0,4.0,0.1
2023-07-03T20:30,30.8,2.0,4.0,0.1
2023-07-03T20:35,30.73,2.0,4.0,0.1
2023-07-03T20:40,30.67,2.0,4.0,0.1
2023-07-03T20:45,30.6,2.0,4.0,0.1
2023-07-03T20:50,30.53,2.0,4.0,0.1
2023-07-03T20:55,30.47,2.0,4.0,0.1
2023-07-03T21:00,30.4,2.0,4.0,0.1
2023-07-03T21:05,30.2,2.0,4.0,0.1
2023-07-03T21:10,30.0,2.0,4.0,0.1
2023-07-03T21:15,29.8,2.0,4.0,0.1
2023-07-03T21:20,29.6,2.0,4.0,0.1
2023-07-03T21:25,29.4,2.0,4.0,0.1
2023-07-03T21:30,29.2,2.0,4.0,0.1
2023-07-03T21:35,29.0,2.0,4.0,0.1
2023-07-03T21:40,28.8,2.0,4.0,0.1
2023-07-03T21:45,28.6,2.0,4.0,0.1
2023-07-03T21:50,28.4,2.0,4.0,0.1
2023-07-03T21:55,28.2,2.0,4.0,0.1
2023-07-03T22:00,28.0,2.0,4.0,0.1
2023-07-03T22:05,27.74,2.0,4.0,0.1
2023-07-03T22:10,27.48,2.0,4.0,0.1
2023-07-03T22:15,27.23,2.0,4.0,0.1
2023-07-03T22:20,26.97,2.0,4.0,0.1
2023-07-03T22:25,26.71,2.0,4.0,0.1
2023-07-03T22:30,26.45,2.0,4.0,0.1
2023-07-03T22:35,26.19,2.0,4.0,0.1
2023-07-03T22:40,25.93,2.0,4.0,0.1
2023-07-03T22:45,25.67,2.0,4.0,0.1
2023-07-03T22:50,25.42,2.0,4.0,0.1
2023-07-03T22:55,25.16,2.0,4.0,0.1
2023-07-03T23:00,24.9,2.0,4.0,0.1
2023-07-03T23:05,24.96,2.0,4.0,0.1
2023-07-03T23:10,25.02,2.0,4.0,0.1
2023-07-03T23:15,25.07,2.0,4.0,0.1
2023-07-03T23:20,25.13,2.0,4.0,0.1
2023-07-03T23:25,25.19,2.0,4.0,0.1
2023-07-03T23:30,25.25,2.0,4.0,0.1
2023-07-03T23:35,25.31,2.0,4.0,0.1
2023-07-03T23:40,25.37,2.0,4.0,0.1
2023-07-03T23:45,25.43,2.0,4.0,0.1
2023-07-03T23:50,25.48,2.0,4.0,0.1
2023-07-03T23:55,25.54,2.0,4.0,0.1
2023-07-04T00:00,25.6,2.0,4.0,0.1
2023-07-04T00:05,25.48,2.0,4.0,0.1
2023-07-04T00:10,25.35,2.0,4.0,0.1
2023-07-04T00:15,25.23,2.0,4.0,0.1
2023-07-04T00:20,25.1,2.0,4.0,0.1
2023-07-04T00:25,24.98,2.0,4.0,0.1
2023-07-04T00:30,24.85,2.0,4.0,0.1
2023-07-04T00:35,24.73,2.0,4.0,0.1
2023-07-04T00:40,24.6,2.0,4.0,0.1
2023-07-04T00:45,24.48,2.0,4.0,0.1
2023-07-04T00:50,24.35,2.0,4.0,0.1
2023-07-04T00:55,24.23,2.0,4.0,0.1
2023-07-04T01:00,24.1,2.0,4.0,0.1
2023-07-04T01:05,24.08,2.0,4.0,0.1
2023-07-04T01:10,24.05,2.0,4.0,0.1
2023-07-04T01:15,24.03,2.0,4.0,0.1
2023-07-04T01:20,24.0,2.0,4.0,0.1
2023-07-04T01:25,23.98,2.0,4.0,0.1
2023-07-04T01:30,23.95,2.0,4.0,0.1
2023-07-04T01:35,23.93,2.0,4.0,0.1
2023-07-04T01:40,23.9,2.0,4.0,0.1
2023-07-04T01:45,23.88,2.0,4.0,0.1
2023-07-04T01:50,23.85,2.0,4.0,0.1
2023-07-04T01:55,23.82,2.0,4.0,0.1
2023-07-04T02:00,23.8,2.0,4.0,0.1
2023-07-04T02:05,23.82,2.0,4.0,0.1
2023-07-04T02:10,23.83,2.0,4.0,0.1
2023-07-04T02:15,23.85,2.0,4.0,0.1
2023-07-04T02:20,23.87,2.0,4.0,0.1
2023-07-04T02:25,23.88,2.0,4.0,0.1
2023-07-04T02:30,23.9,2.0,4.0,0.1
2023-07-04T02:35,23.92,2.0,4.0,0.1
2023-07-04T02:40,23.93,2.0,4.0,0.1
2023-07-04T02:45,23.95,2.0,4.0,0.1
2023-07-04T02:50,23.97,2.0,4.0,0.1
2023-07-04T02:55,23.98,2.0,4.0,0.1
2023-07-04T03:00,24.0,2.0,4.0,0.1
2023-07-04T03:05,23.93,2.0,4.0,0.1
2023-07-04T03:10,23.87,2.0,4.0,0.1
2023-07-04T03:15,23.8,2.0,4.0,0.1
2023-07-04T03:20,23.73,2.0,4.0,0.1
2023-07-04T03:25,23.67,2.0,4.0,0.1
2023-07-04T03:30,23.6,2.0,4.0,0.1
2023-07-04T03:35,23.53,2.0,4.0,0.1
2023-07-04T03:40,23.47,2.0,4.0,0.1
2023-07-04T03:45,23.4,2.0,4.0,0.1
2023-07-04T03:50,23.33,2.0,4.0,0.1
2023-07-04T03:55,23.27,2.0,4.0,0.1
2023-07-04T04:00,23.2,2.0,4.0,0.1
2023-07-04T04:05,23.16,2.0,4.0,0.1
2023-07-04T04:10,23.12,2.0,4.0,0.1
2023-07-04T04:15,23.07,2.0,4.0,0.1
2023-07-04T04:20,23.03,2.0,4.0,0.1
2023-07-04T04:25,22.99,2.0,4.0,0.1
2023-07-04T04:30,22.95,2.0,4.0,0.1
2023-07-04T04:35,22.91,2.0,4.0,0.1
2023-07-04T04:40,22.87,2.0,4.0,0.1
2023-07-04T04:45,22.82,2.0,4.0,0.1
2023-07-04T04:50,22.78,2.0,4.0,0.1
2023-07-04T04:55,22.74,2.0,4.0,0.1
2023-07-04T05:00,22.7,2.0,4.0,0.1
2023-07-04T05:05,22.68,2.0,4.0,0.1
2023-07-04T05:10,22.67,2.0,4.0,0.1
2023-07-04T05:15,22.65,2.0,4.0,0.1
2023-07-04T05:20,22.63,2.0,4.0,0.1
2023-07-04T05:25,22.62,2.0,4.0,0.1
2023-07-04T05:30,22.6,2.0,4.0,0.1
2023-07-04T05:35,22.58,2.0,4.0,0.1
2023-07-04T05:40,22.57,2.0,4.0,0.1
2023-07-04T05:45,22.55,2.0,4.0,0.1
2023-07-04T05:50,22.53,2.0,4.0,0.1
2023-07-04T05:55,22.52,2.0,4.0,0.1
2023-07-04T06:00,22.5,2.0,4.0,0.1
2023-07-04T06:05,22.44,2.0,4.0,0.1
2023-07-04T06:10,22.38,2.0,4.0,0.1
2023-07-04T06:15,22.32,2.0,4.0,0.1
2023-07-04T06:20,22.27,2.0,4.0,0.1
2023-07-04T06:25,22.21,2.0,4.0,0.1
2023-07-04T06:30,22.15,2.0,4.0,0.1
2023-07-04T06:35,22.09,2.0,4.0,0.1
2023-07-04T06:40,22.03,2.0,4.0,0.1
2023-07-04T06:45,21.98,2.0,4.0,0.1
2023-07-04T06:50,21.92,2.0,4.0,0.1
2023-07-04T06:55,21.86,2.0,4.0,0.1
2023-07-04T07:00,21.8,2.0,4.0,0.1
2023-07-04T07:05,21.8,2.0,4.0,0.1
2023-07-04T07:10,21.8,2.0,4.0,0.1
2023-07-04T07:15,21.8,2.0,4.0,0.1
2023-07-04T07:20,21.8,2.0,4.0,0.1
2023-07-04T07:25,21.8,2.0,4.0,0.1
2023-07-04T07:30,21.8,2.0,4.0,0.1
2023-07-04T07:35,21.8,2.0,4.0,0.1
2023-07-04T07:40,21.8,2.0,4.0,0.1
2023-07-04T07:45,21.8,2.0,4.0,0.1
2023-07-04T07:50,21.8,2.0,4.0,0.1
2023-07-04T07:55,21.8,2.0,4.0,0.1
2023-07-04T08:00,21.8,12.0,20.0,1.0
2023-07-04T08:05,21.78,12.0,20.0,1.0
2023-07-04T08:10,21.75,12.0,20.0,1.0
2023-07-04T08:15,21.73,12.0,20.0,1.0
2023-07-04T08:20,21.7,12.0,20.0,1.0
2023-07-04T08:25,21.68,12.0,20.0,1.0
2023-07-04T08:30,21.65,12.0,20.0,1.0
2023-07-04T08:35,21.62,12.0,20.0,1.0
2023-07-04T08:40,21.6,12.0,20.0,1.0
2023-07-04T08:45,21.57,12.0,20.0,1.0
2023-07-04T08:50,21.55,12.0,20.0,1.0
2023-07-04T08:55,21.52,12.0,20.0,1.0
2023-07-04T09:00,21.5,12.0,20.0,1.0
2023-07-04T09:05,21.48,12.0,20.0,1.0
2023-07-04T09:10,21.47,12.0,20.0,1.0
2023-07-04T09:15,21.45,12.0,20.0,1.0
2023-07-04T09:20,21.43,12.0,20.0,1.0
2023-07-04T09:25,21.42,12.0,20.0,1.0
2023-07-04T09:30,21.4,12.0,20.0,1.0
2023-07-04T09:35,21.38,12.0,20.0,1.0
2023-07-04T09:40,21.37,12.0,20.0,1.0
2023-07-04T09:45,21.35,12.0,20.0,1.0
2023-07-04T09:50,21.33,12.0,20.0,1.0
2023-07-04T09:55,21.32,12.0,20.0,1.0
2023-07-04T10:00,21.3,12.0,20.0,1.0
2023-07-04T10:05,21.35,12.0,20.0,1.0
2023-07-04T10:10,21.4,12.0,20.0,1.0
2023-07-04T10:15,21.45,12.0,20.0,1.0
2023-07-04T10:20,21.5,12.0,20.0,1.0
2023-07-04T10:25,21.55,12.0,20.0,1.0
2023-07-04T10:30,21.6,12.0,20.0,1.0
2023-07-04T10:35,21.65,12.0,20.0,1.0
2023-07-04T10:40,21.7,12.0,20.0,1.0
2023-07-04T10:45,21.75,12.0,20.0,1.0
2023-07-04T10:50,21.8,12.0,20.0,1.0
2023-07-04T10:55,21.85,12.0,20.0,1.0
2023-07-04T11:00,21.9,12.0,20.0,1.0
2023-07-04T11:05,21.92,12.0,20.0,1.0
2023-07-04T11:10,21.93,12.0,20.0,1.0
2023-07-04T11:15,21.95,12.0,20.0,1.0
2023-07-04T11:20,21.97,12.0,20.0,1.0
2023-07-04T11:25,21.98,12.0,20.0,1.0
2023-07-04T11:30,22.0,12.0,20.0,1.0
2023-07-04T11:35,22.02,12.0,20.0,1.0
2023-07-04T11:40,22.03,12.0,20.0,1.0
2023-07-04T11:45,22.05,12.0,20.0,1.0
2023-07-04T11:50,22.07,12.0,20.0,1.0
2023-07-04T11:55,22.08,12.0,20.0,1.0
2023-07-04T12:00,22.1,12.0,20.0,1.0
2023-07-04T12:05,22.25,12.0,20.0,1.0
2023-07-04T12:10,22.4,12.0,20.0,1.0
2023-07-04T12:15,22.55,12.0,20.0,1.0
2023-07-04T12:20,22.7,12.0,20.0,1.0
2023-07-04T12:25,22.85,12.0,20.0,1.0
2023-07-04T12:30,23.0,12.0,20.0,1.0
2023-07-04T12:35,23.15,12.0,20.0,1.0
2023-07-04T12:40,23.3,12.0,20.0,1.0
2023-07-04T12:45,23.45,12.0,20.0,1.0
2023-07-04T12:50,23.6,12.0,20.0,1.0
2023-07-04T12:55,23.75,12.0,20.0,1.0
2023-07-04T13:00,23.9,12.0,20.0,1.0
2023-07-04T13:05,23.95,12.0,20.0,1.0
2023-07-04T13:10,24.0,12.0,20.0,1.0
2023-07-04T13:15,24.05,12.0,20.0,1.0
2023-07-04T13:20,24.1,12.0,20.0,1.0
2023-07-04T13:25,24.15,12.0,20.0,1.0
2023-07-04T13:30,24.2,12.0,20.0,1.0
2023-07-04T13:35,24.25,12.0,20.0,1.0
2023-07-04T13:40,24.3,12.0,20.0,1.0
2023-07-04T13:45,24.35,12.0,20.0,1.0
2023-07-04T13:50,24.4,12.0,20.0,1.0
